;Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
8793;raw_000011_000184.ppm;29;30;6;5;23;24;11
8794;raw_000011_000185.ppm;31;31;6;5;26;26;11
8795;raw_000011_000186.ppm;30;32;6;6;25;26;11
8796;raw_000011_000187.ppm;31;32;5;6;26;27;11
8797;raw_000011_000188.ppm;33;32;6;5;28;27;11
8798;raw_000011_000189.ppm;35;36;6;6;30;31;11
8799;raw_000011_000190.ppm;36;36;6;5;31;31;11
8800;raw_000011_000191.ppm;37;38;6;5;32;32;11
8801;raw_000011_000192.ppm;38;38;6;5;33;33;11
8802;raw_000011_000193.ppm;39;40;6;6;34;35;11
8803;raw_000011_000194.ppm;39;41;6;6;34;35;11
8804;raw_000011_000195.ppm;41;41;5;5;35;36;11
8805;raw_000011_000196.ppm;43;44;6;5;38;38;11
8806;raw_000011_000197.ppm;45;45;5;5;39;40;11
8807;raw_000011_000198.ppm;48;50;5;6;43;44;11
8808;raw_000011_000199.ppm;50;50;5;5;45;45;11
8809;raw_000011_000200.ppm;52;53;5;6;47;48;11
8810;raw_000011_000201.ppm;54;55;5;6;49;50;11
8811;raw_000011_000202.ppm;57;57;5;5;52;52;11
8812;raw_000011_000203.ppm;60;59;5;5;54;54;11
8813;raw_000011_000204.ppm;66;68;6;7;60;62;11
8814;raw_000011_000205.ppm;71;72;7;7;65;66;11
8815;raw_000011_000206.ppm;81;82;7;7;74;75;11
8816;raw_000011_000207.ppm;87;88;8;8;79;80;11
8817;raw_000011_000208.ppm;97;99;8;9;89;91;11
8818;raw_000011_000209.ppm;108;110;10;10;99;101;11
8819;raw_000011_000210.ppm;25;26;5;5;20;20;11
8820;raw_000011_000211.ppm;26;27;5;5;21;21;11
8821;raw_000011_000212.ppm;26;28;5;5;21;22;11
8822;raw_000011_000213.ppm;26;29;5;6;21;24;11
8823;raw_000011_000214.ppm;28;29;6;5;23;23;11
8824;raw_000011_000215.ppm;28;29;5;5;23;24;11
8825;raw_000011_000216.ppm;28;29;5;5;23;24;11
8826;raw_000011_000217.ppm;30;31;6;5;25;25;11
8827;raw_000011_000218.ppm;32;33;6;6;27;28;11
8828;raw_000011_000219.ppm;33;31;6;5;27;26;11
8829;raw_000011_000220.ppm;32;32;5;5;27;27;11
8830;raw_000011_000221.ppm;33;35;5;5;28;29;11
8831;raw_000011_000222.ppm;36;36;6;6;31;31;11
8832;raw_000011_000223.ppm;37;37;6;5;32;31;11
8833;raw_000011_000224.ppm;38;38;5;5;33;33;11
8834;raw_000011_000225.ppm;38;39;5;6;33;34;11
8835;raw_000011_000226.ppm;40;41;6;5;35;36;11
8836;raw_000011_000227.ppm;41;43;5;6;36;38;11
8837;raw_000011_000228.ppm;45;45;6;6;39;39;11
8838;raw_000011_000229.ppm;47;47;5;5;42;42;11
8839;raw_000011_000230.ppm;50;50;6;6;45;45;11
8840;raw_000011_000231.ppm;53;54;5;6;48;49;11
8841;raw_000011_000232.ppm;56;56;5;5;50;51;11
8842;raw_000011_000233.ppm;61;62;6;6;56;56;11
8843;raw_000011_000234.ppm;65;64;6;5;60;59;11
8844;raw_000011_000235.ppm;73;71;7;7;66;65;11
8845;raw_000011_000236.ppm;81;81;8;8;74;73;11
8846;raw_000011_000237.ppm;86;86;8;7;79;78;11
8847;raw_000011_000238.ppm;99;100;9;9;91;91;11
8848;raw_000011_000239.ppm;111;110;10;9;102;101;11
8849;raw_000011_000240.ppm;39;40;5;6;34;35;11
8850;raw_000011_000241.ppm;39;39;5;5;34;34;11
8851;raw_000011_000242.ppm;39;40;5;6;34;35;11
8852;raw_000011_000243.ppm;41;42;5;6;36;37;11
8853;raw_000011_000244.ppm;43;42;6;5;38;37;11
8854;raw_000011_000245.ppm;43;44;5;6;38;39;11
8855;raw_000011_000246.ppm;44;46;5;6;39;40;11
8856;raw_000011_000247.ppm;46;47;5;6;41;41;11
8857;raw_000011_000248.ppm;48;46;6;5;43;41;11
8858;raw_000011_000249.ppm;49;47;5;5;43;42;11
8859;raw_000011_000250.ppm;50;49;5;5;45;44;11
8860;raw_000011_000251.ppm;50;50;5;5;45;44;11
8861;raw_000011_000252.ppm;52;51;5;5;47;46;11
8862;raw_000011_000253.ppm;54;52;5;5;48;47;11
8863;raw_000011_000254.ppm;55;54;6;6;50;49;11
8864;raw_000011_000255.ppm;59;57;6;6;53;52;11
8865;raw_000011_000256.ppm;61;58;6;5;56;53;11
8866;raw_000011_000257.ppm;61;59;5;5;56;54;11
8867;raw_000011_000258.ppm;64;63;5;6;58;57;11
8868;raw_000011_000259.ppm;69;64;7;5;63;59;11
8869;raw_000011_000260.ppm;70;67;7;6;63;61;11
8870;raw_000011_000261.ppm;71;69;6;6;65;63;11
8871;raw_000011_000262.ppm;74;72;7;7;68;66;11
8872;raw_000011_000263.ppm;77;73;7;6;70;67;11
8873;raw_000011_000264.ppm;82;81;7;8;75;74;11
8874;raw_000011_000265.ppm;88;85;8;8;81;78;11
8875;raw_000011_000266.ppm;93;87;9;7;85;80;11
8876;raw_000011_000267.ppm;99;96;9;9;91;88;11
8877;raw_000011_000268.ppm;108;104;10;10;99;95;11
8878;raw_000011_000269.ppm;110;106;9;9;101;97;11
8879;raw_000011_000270.ppm;25;25;5;5;20;20;11
8880;raw_000011_000271.ppm;26;27;5;6;21;22;11
8881;raw_000011_000272.ppm;26;27;5;6;21;22;11
8882;raw_000011_000273.ppm;28;28;6;6;23;23;11
8883;raw_000011_000274.ppm;28;27;6;5;23;22;11
8884;raw_000011_000275.ppm;28;28;5;5;23;23;11
8885;raw_000011_000276.ppm;30;29;6;5;25;24;11
8886;raw_000011_000277.ppm;29;29;5;5;23;24;11
8887;raw_000011_000278.ppm;31;31;6;5;25;25;11
8888;raw_000011_000279.ppm;31;32;5;5;26;27;11
8889;raw_000011_000280.ppm;34;33;6;5;28;28;11
8890;raw_000011_000281.ppm;35;36;6;6;30;31;11
8891;raw_000011_000282.ppm;36;37;6;5;31;31;11
8892;raw_000011_000283.ppm;37;38;5;5;32;33;11
8893;raw_000011_000284.ppm;38;39;5;5;33;34;11
8894;raw_000011_000285.ppm;42;41;6;5;36;36;11
8895;raw_000011_000286.ppm;44;45;6;6;39;40;11
8896;raw_000011_000287.ppm;44;44;5;5;39;39;11
8897;raw_000011_000288.ppm;47;46;6;5;42;41;11
8898;raw_000011_000289.ppm;49;49;5;5;44;44;11
8899;raw_000011_000290.ppm;52;52;5;5;47;47;11
8900;raw_000011_000291.ppm;55;56;5;6;49;50;11
8901;raw_000011_000292.ppm;61;59;6;5;56;54;11
8902;raw_000011_000293.ppm;64;64;5;6;58;59;11
8903;raw_000011_000294.ppm;71;70;7;6;64;64;11
8904;raw_000011_000295.ppm;81;77;8;7;74;71;11
8905;raw_000011_000296.ppm;87;86;8;7;80;79;11
8906;raw_000011_000297.ppm;104;104;9;9;95;95;11
8907;raw_000011_000298.ppm;120;119;10;10;109;109;11
8908;raw_000011_000299.ppm;149;146;13;13;137;134;11
8909;raw_000011_000300.ppm;39;40;6;6;34;35;11
8910;raw_000011_000301.ppm;40;40;6;6;34;35;11
8911;raw_000011_000302.ppm;39;41;5;6;34;36;11
8912;raw_000011_000303.ppm;41;42;6;6;36;37;11
8913;raw_000011_000304.ppm;43;44;6;6;38;39;11
8914;raw_000011_000305.ppm;43;44;5;5;38;39;11
8915;raw_000011_000306.ppm;45;44;6;5;39;39;11
8916;raw_000011_000307.ppm;45;45;5;5;39;40;11
8917;raw_000011_000308.ppm;45;46;5;5;40;41;11
8918;raw_000011_000309.ppm;46;48;5;6;41;43;11
8919;raw_000011_000310.ppm;47;49;5;6;42;44;11
8920;raw_000011_000311.ppm;48;50;5;6;43;45;11
8921;raw_000011_000312.ppm;50;52;5;6;45;47;11
8922;raw_000011_000313.ppm;52;53;6;6;47;48;11
8923;raw_000011_000314.ppm;53;53;6;6;48;48;11
8924;raw_000011_000315.ppm;55;54;6;6;49;49;11
8925;raw_000011_000316.ppm;55;54;5;5;50;49;11
8926;raw_000011_000317.ppm;57;55;6;5;52;50;11
8927;raw_000011_000318.ppm;58;57;5;5;53;51;11
8928;raw_000011_000319.ppm;60;60;5;6;55;55;11
8929;raw_000011_000320.ppm;61;61;6;6;56;56;11
8930;raw_000011_000321.ppm;60;62;5;6;55;57;11
8931;raw_000011_000322.ppm;63;64;6;6;57;59;11
8932;raw_000011_000323.ppm;64;67;5;6;58;61;11
8933;raw_000011_000324.ppm;68;70;7;7;62;64;11
8934;raw_000011_000325.ppm;70;72;7;7;64;66;11
8935;raw_000011_000326.ppm;72;73;7;6;66;67;11
8936;raw_000011_000327.ppm;77;80;7;8;71;73;11
8937;raw_000011_000328.ppm;81;82;7;7;74;75;11
8938;raw_000011_000329.ppm;85;86;8;8;78;79;11
8939;raw_000011_000330.ppm;28;30;5;6;23;25;11
8940;raw_000011_000331.ppm;30;30;6;5;25;25;11
8941;raw_000011_000332.ppm;32;32;6;5;27;27;11
8942;raw_000011_000333.ppm;31;32;6;5;26;27;11
8943;raw_000011_000334.ppm;30;32;5;5;25;27;11
8944;raw_000011_000335.ppm;33;33;5;5;28;28;11
8945;raw_000011_000336.ppm;33;33;5;5;28;28;11
8946;raw_000011_000337.ppm;33;33;6;5;28;28;11
8947;raw_000011_000338.ppm;34;35;5;6;29;30;11
8948;raw_000011_000339.ppm;35;35;6;6;30;30;11
8949;raw_000011_000340.ppm;34;35;5;6;29;30;11
8950;raw_000011_000341.ppm;35;35;6;6;30;30;11
8951;raw_000011_000342.ppm;36;36;6;5;31;31;11
8952;raw_000011_000343.ppm;35;38;5;6;30;33;11
8953;raw_000011_000344.ppm;37;40;5;6;32;35;11
8954;raw_000011_000345.ppm;38;38;6;5;33;33;11
8955;raw_000011_000346.ppm;38;38;5;5;33;33;11
8956;raw_000011_000347.ppm;39;40;5;6;34;35;11
8957;raw_000011_000348.ppm;40;41;5;6;35;36;11
8958;raw_000011_000349.ppm;41;41;5;5;36;36;11
8959;raw_000011_000350.ppm;41;42;5;5;36;37;11
8960;raw_000011_000351.ppm;42;44;5;6;37;39;11
8961;raw_000011_000352.ppm;44;45;6;5;39;40;11
8962;raw_000011_000353.ppm;45;46;5;6;40;41;11
8963;raw_000011_000354.ppm;46;47;5;6;41;42;11
8964;raw_000011_000355.ppm;47;47;5;5;42;42;11
8965;raw_000011_000356.ppm;49;50;5;6;44;45;11
8966;raw_000011_000357.ppm;52;53;5;5;47;48;11
8967;raw_000011_000358.ppm;53;55;5;6;48;50;11
8968;raw_000011_000359.ppm;55;57;6;6;50;52;11
8969;raw_000011_000360.ppm;33;31;6;5;28;26;11
8970;raw_000011_000361.ppm;33;34;6;6;28;29;11
8971;raw_000011_000362.ppm;34;34;6;5;29;29;11
8972;raw_000011_000363.ppm;34;35;6;6;29;30;11
8973;raw_000011_000364.ppm;34;35;6;6;29;30;11
8974;raw_000011_000365.ppm;34;36;5;6;28;30;11
8975;raw_000011_000366.ppm;35;35;6;5;30;30;11
8976;raw_000011_000367.ppm;34;35;5;5;29;30;11
8977;raw_000011_000368.ppm;35;36;5;5;30;31;11
8978;raw_000011_000369.ppm;36;37;5;5;31;32;11
8979;raw_000011_000370.ppm;36;37;5;5;31;32;11
8980;raw_000011_000371.ppm;38;39;6;6;32;33;11
8981;raw_000011_000372.ppm;38;39;5;6;33;34;11
8982;raw_000011_000373.ppm;40;39;6;6;34;34;11
8983;raw_000011_000374.ppm;41;39;6;5;36;34;11
8984;raw_000011_000375.ppm;40;40;5;5;35;35;11
8985;raw_000011_000376.ppm;42;41;5;5;36;36;11
8986;raw_000011_000377.ppm;42;43;5;5;37;38;11
8987;raw_000011_000378.ppm;44;45;5;6;38;40;11
8988;raw_000011_000379.ppm;45;46;5;6;40;41;11
8989;raw_000011_000380.ppm;46;48;5;6;41;42;11
8990;raw_000011_000381.ppm;49;50;6;6;43;45;11
8991;raw_000011_000382.ppm;50;52;6;6;45;47;11
8992;raw_000011_000383.ppm;52;52;5;5;47;47;11
8993;raw_000011_000384.ppm;54;56;5;6;49;50;11
8994;raw_000011_000385.ppm;57;57;6;6;52;52;11
8995;raw_000011_000386.ppm;59;59;5;5;54;54;11
8996;raw_000011_000387.ppm;64;65;6;6;59;60;11
8997;raw_000011_000388.ppm;68;70;6;7;62;64;11
8998;raw_000011_000389.ppm;74;74;7;7;67;68;11
8999;raw_000011_000390.ppm;25;26;5;5;20;21;11
9000;raw_000011_000391.ppm;26;26;5;5;21;21;11
9001;raw_000011_000392.ppm;28;27;6;6;23;22;11
9002;raw_000011_000393.ppm;28;28;6;6;23;23;11
9003;raw_000011_000394.ppm;28;29;6;6;23;23;11
9004;raw_000011_000395.ppm;30;29;6;5;25;24;11
9005;raw_000011_000396.ppm;27;28;5;6;22;23;11
9006;raw_000011_000397.ppm;30;30;6;6;24;24;11
9007;raw_000011_000398.ppm;29;30;5;6;24;25;11
9008;raw_000011_000399.ppm;32;31;6;5;26;25;11
9009;raw_000011_000400.ppm;34;33;6;5;28;27;11
9010;raw_000011_000401.ppm;35;35;6;6;30;30;11
9011;raw_000011_000402.ppm;37;37;6;6;31;31;11
9012;raw_000011_000403.ppm;37;38;5;6;31;32;11
9013;raw_000011_000404.ppm;39;39;6;6;33;33;11
9014;raw_000011_000405.ppm;40;40;6;6;35;35;11
9015;raw_000011_000406.ppm;41;41;6;6;36;36;11
9016;raw_000011_000407.ppm;41;42;5;6;36;37;11
9017;raw_000011_000408.ppm;44;44;6;6;38;38;11
9018;raw_000011_000409.ppm;47;46;6;5;41;40;11
9019;raw_000011_000410.ppm;49;49;6;6;44;44;11
9020;raw_000011_000411.ppm;51;51;5;5;45;45;11
9021;raw_000011_000412.ppm;57;56;6;6;51;51;11
9022;raw_000011_000413.ppm;61;60;6;5;56;55;11
9023;raw_000011_000414.ppm;67;69;6;7;61;63;11
9024;raw_000011_000415.ppm;74;74;7;7;67;68;11
9025;raw_000011_000416.ppm;83;83;7;7;76;76;11
9026;raw_000011_000417.ppm;96;95;8;8;87;87;11
9027;raw_000011_000418.ppm;109;110;10;10;100;101;11
9028;raw_000011_000419.ppm;132;133;12;12;121;122;11
9029;raw_000011_000420.ppm;30;30;6;6;25;25;11
9030;raw_000011_000421.ppm;30;31;5;6;25;26;11
9031;raw_000011_000422.ppm;32;31;6;5;27;26;11
9032;raw_000011_000423.ppm;31;31;5;5;26;26;11
9033;raw_000011_000424.ppm;31;33;5;6;26;27;11
9034;raw_000011_000425.ppm;32;33;5;6;27;28;11
9035;raw_000011_000426.ppm;32;32;5;5;27;27;11
9036;raw_000011_000427.ppm;34;34;6;6;29;29;11
9037;raw_000011_000428.ppm;34;34;5;5;29;29;11
9038;raw_000011_000429.ppm;36;36;6;6;31;31;11
9039;raw_000011_000430.ppm;37;37;6;6;32;32;11
9040;raw_000011_000431.ppm;36;37;5;5;31;31;11
9041;raw_000011_000432.ppm;40;40;6;6;35;35;11
9042;raw_000011_000433.ppm;40;39;6;5;35;34;11
9043;raw_000011_000434.ppm;41;40;6;6;35;35;11
9044;raw_000011_000435.ppm;41;41;5;5;36;36;11
9045;raw_000011_000436.ppm;44;43;6;5;39;38;11
9046;raw_000011_000437.ppm;44;45;5;6;39;40;11
9047;raw_000011_000438.ppm;45;46;5;6;40;41;11
9048;raw_000011_000439.ppm;48;47;5;5;42;42;11
9049;raw_000011_000440.ppm;50;50;6;6;44;45;11
9050;raw_000011_000441.ppm;51;52;6;6;46;47;11
9051;raw_000011_000442.ppm;54;56;5;6;49;51;11
9052;raw_000011_000443.ppm;56;57;5;6;51;52;11
9053;raw_000011_000444.ppm;62;62;6;6;57;56;11
9054;raw_000011_000445.ppm;64;65;5;6;59;59;11
9055;raw_000011_000446.ppm;69;68;6;6;63;62;11
9056;raw_000011_000447.ppm;75;76;7;7;69;70;11
9057;raw_000011_000448.ppm;83;84;8;8;76;77;11
9058;raw_000011_000449.ppm;92;93;8;8;84;85;11
9059;raw_000011_000450.ppm;29;29;6;5;24;24;11
9060;raw_000011_000451.ppm;29;31;6;6;24;26;11
9061;raw_000011_000452.ppm;30;31;5;5;25;26;11
9062;raw_000011_000453.ppm;30;33;5;6;25;27;11
9063;raw_000011_000454.ppm;31;32;5;5;26;27;11
9064;raw_000011_000455.ppm;33;34;6;6;28;29;11
9065;raw_000011_000456.ppm;32;34;5;6;27;29;11
9066;raw_000011_000457.ppm;33;35;5;6;28;30;11
9067;raw_000011_000458.ppm;36;36;6;5;30;31;11
9068;raw_000011_000459.ppm;35;38;5;6;30;33;11
9069;raw_000011_000460.ppm;37;38;6;6;32;33;11
9070;raw_000011_000461.ppm;39;38;6;5;34;33;11
9071;raw_000011_000462.ppm;40;40;6;6;35;35;11
9072;raw_000011_000463.ppm;40;42;5;6;35;37;11
9073;raw_000011_000464.ppm;42;42;5;5;37;37;11
9074;raw_000011_000465.ppm;42;43;5;6;37;38;11
9075;raw_000011_000466.ppm;45;45;6;6;39;40;11
9076;raw_000011_000467.ppm;47;47;6;6;42;42;11
9077;raw_000011_000468.ppm;49;48;6;5;44;43;11
9078;raw_000011_000469.ppm;52;50;6;5;46;45;11
9079;raw_000011_000470.ppm;55;55;6;6;50;50;11
9080;raw_000011_000471.ppm;58;57;6;6;52;52;11
9081;raw_000011_000472.ppm;60;60;6;6;55;55;11
9082;raw_000011_000473.ppm;65;65;6;6;60;60;11
9083;raw_000011_000474.ppm;70;71;6;7;64;65;11
9084;raw_000011_000475.ppm;74;76;6;7;68;69;11
9085;raw_000011_000476.ppm;85;85;7;8;78;78;11
9086;raw_000011_000477.ppm;95;91;9;8;87;83;11
9087;raw_000011_000478.ppm;105;98;9;8;95;90;11
9088;raw_000011_000479.ppm;122;117;10;11;112;107;11
9089;raw_000011_000480.ppm;38;38;6;5;33;33;11
9090;raw_000011_000481.ppm;39;39;6;5;34;34;11
9091;raw_000011_000482.ppm;38;40;5;6;33;35;11
9092;raw_000011_000483.ppm;40;41;6;6;35;36;11
9093;raw_000011_000484.ppm;40;42;5;6;35;37;11
9094;raw_000011_000485.ppm;41;42;5;5;36;37;11
9095;raw_000011_000486.ppm;42;43;5;6;37;38;11
9096;raw_000011_000487.ppm;44;43;6;5;39;38;11
9097;raw_000011_000488.ppm;44;44;5;5;39;39;11
9098;raw_000011_000489.ppm;46;46;6;6;41;41;11
9099;raw_000011_000490.ppm;46;47;5;6;41;42;11
9100;raw_000011_000491.ppm;48;47;6;5;43;42;11
9101;raw_000011_000492.ppm;49;48;6;5;44;43;11
9102;raw_000011_000493.ppm;51;51;6;6;46;46;11
9103;raw_000011_000494.ppm;51;52;5;5;46;47;11
9104;raw_000011_000495.ppm;54;53;6;5;49;48;11
9105;raw_000011_000496.ppm;54;56;5;6;49;51;11
9106;raw_000011_000497.ppm;59;59;6;6;54;54;11
9107;raw_000011_000498.ppm;61;61;6;6;56;56;11
9108;raw_000011_000499.ppm;63;63;6;5;58;58;11
9109;raw_000011_000500.ppm;65;68;6;6;60;62;11
9110;raw_000011_000501.ppm;70;72;7;7;64;66;11
9111;raw_000011_000502.ppm;74;74;6;6;68;68;11
9112;raw_000011_000503.ppm;76;80;6;8;70;73;11
9113;raw_000011_000504.ppm;84;84;8;7;77;77;11
9114;raw_000011_000505.ppm;88;89;7;8;81;82;11
9115;raw_000011_000506.ppm;96;96;8;8;88;88;11
9116;raw_000011_000507.ppm;105;105;10;9;96;96;11
9117;raw_000011_000508.ppm;112;112;9;9;103;103;11
9118;raw_000011_000509.ppm;128;123;12;10;117;113;11
9119;raw_000011_000510.ppm;34;34;6;5;29;29;11
9120;raw_000011_000511.ppm;34;34;6;5;29;29;11
9121;raw_000011_000512.ppm;34;36;5;6;29;31;11
9122;raw_000011_000513.ppm;36;36;6;5;31;31;11
9123;raw_000011_000514.ppm;36;38;6;6;31;32;11
9124;raw_000011_000515.ppm;37;38;6;6;32;33;11
9125;raw_000011_000516.ppm;38;38;6;5;33;33;11
9126;raw_000011_000517.ppm;38;39;6;5;33;33;11
9127;raw_000011_000518.ppm;38;41;5;6;33;36;11
9128;raw_000011_000519.ppm;40;41;6;5;35;36;11
9129;raw_000011_000520.ppm;41;43;6;6;36;38;11
9130;raw_000011_000521.ppm;41;43;5;5;36;38;11
9131;raw_000011_000522.ppm;43;44;5;5;37;39;11
9132;raw_000011_000523.ppm;45;47;5;6;40;42;11
9133;raw_000011_000524.ppm;46;48;5;5;41;42;11
9134;raw_000011_000525.ppm;50;51;6;5;45;45;11
9135;raw_000011_000526.ppm;51;52;6;5;46;47;11
9136;raw_000011_000527.ppm;51;53;5;5;46;48;11
9137;raw_000011_000528.ppm;56;57;6;5;51;52;11
9138;raw_000011_000529.ppm;58;59;5;5;53;54;11
9139;raw_000011_000530.ppm;61;63;5;6;56;58;11
9140;raw_000011_000531.ppm;69;70;7;7;63;64;11
9141;raw_000011_000532.ppm;71;73;6;7;65;67;11
9142;raw_000011_000533.ppm;81;81;8;8;73;74;11
9143;raw_000011_000534.ppm;84;85;7;8;77;78;11
9144;raw_000011_000535.ppm;95;94;8;9;86;85;11
9145;raw_000011_000536.ppm;106;105;9;10;97;96;11
9146;raw_000011_000537.ppm;115;113;10;10;105;104;11
9147;raw_000011_000538.ppm;137;132;12;12;126;121;11
9148;raw_000011_000539.ppm;155;146;14;13;142;134;11
9149;raw_000011_000540.ppm;28;27;5;6;23;22;11
9150;raw_000011_000541.ppm;29;28;6;5;24;23;11
9151;raw_000011_000542.ppm;28;29;5;5;23;24;11
9152;raw_000011_000543.ppm;31;30;6;5;26;25;11
9153;raw_000011_000544.ppm;30;30;6;5;25;25;11
9154;raw_000011_000545.ppm;32;30;6;5;26;25;11
9155;raw_000011_000546.ppm;32;33;5;6;26;28;11
9156;raw_000011_000547.ppm;32;33;5;5;27;28;11
9157;raw_000011_000548.ppm;32;34;5;5;27;29;11
9158;raw_000011_000549.ppm;35;36;6;6;29;30;11
9159;raw_000011_000550.ppm;36;37;6;6;31;32;11
9160;raw_000011_000551.ppm;37;38;6;6;32;33;11
9161;raw_000011_000552.ppm;37;37;5;5;31;32;11
9162;raw_000011_000553.ppm;39;38;6;5;33;32;11
9163;raw_000011_000554.ppm;39;40;6;6;34;35;11
9164;raw_000011_000555.ppm;39;40;6;6;34;35;11
9165;raw_000011_000556.ppm;40;40;6;5;34;34;11
9166;raw_000011_000557.ppm;40;40;5;5;34;35;11
9167;raw_000011_000558.ppm;42;41;6;5;36;35;11
9168;raw_000011_000559.ppm;40;42;5;5;35;37;11
9169;raw_000011_000560.ppm;41;42;5;5;36;37;11
9170;raw_000011_000561.ppm;43;45;6;6;38;40;11
9171;raw_000011_000562.ppm;43;46;5;6;37;40;11
9172;raw_000011_000563.ppm;45;47;6;6;40;42;11
9173;raw_000011_000564.ppm;46;48;5;6;41;43;11
9174;raw_000011_000565.ppm;49;50;5;6;44;45;11
9175;raw_000011_000566.ppm;54;55;6;6;49;50;11
9176;raw_000011_000567.ppm;54;58;5;6;49;53;11
9177;raw_000011_000568.ppm;60;63;5;5;55;58;11
9178;raw_000011_000569.ppm;68;72;6;6;62;66;11
9179;raw_000011_000570.ppm;26;27;5;5;21;22;11
9180;raw_000011_000571.ppm;26;27;5;6;21;22;11
9181;raw_000011_000572.ppm;27;29;5;6;21;23;11
9182;raw_000011_000573.ppm;28;29;6;6;23;24;11
9183;raw_000011_000574.ppm;29;29;6;6;23;24;11
9184;raw_000011_000575.ppm;27;29;5;6;22;24;11
9185;raw_000011_000576.ppm;28;29;6;5;23;23;11
9186;raw_000011_000577.ppm;28;31;5;6;23;25;11
9187;raw_000011_000578.ppm;28;31;5;6;23;26;11
9188;raw_000011_000579.ppm;31;32;6;6;26;27;11
9189;raw_000011_000580.ppm;31;33;6;6;26;27;11
9190;raw_000011_000581.ppm;31;32;5;6;26;27;11
9191;raw_000011_000582.ppm;33;32;6;5;28;27;11
9192;raw_000011_000583.ppm;33;34;6;6;28;28;11
9193;raw_000011_000584.ppm;35;34;6;5;29;28;11
9194;raw_000011_000585.ppm;35;36;5;6;29;31;11
9195;raw_000011_000586.ppm;37;36;6;5;31;31;11
9196;raw_000011_000587.ppm;38;39;6;6;33;33;11
9197;raw_000011_000588.ppm;38;38;6;5;33;33;11
9198;raw_000011_000589.ppm;39;39;6;5;34;34;11
9199;raw_000011_000590.ppm;42;42;6;6;36;37;11
9200;raw_000011_000591.ppm;42;44;5;6;37;39;11
9201;raw_000011_000592.ppm;43;46;5;6;38;40;11
9202;raw_000011_000593.ppm;46;46;6;5;41;41;11
9203;raw_000011_000594.ppm;46;47;5;5;41;42;11
9204;raw_000011_000595.ppm;50;51;6;6;45;46;11
9205;raw_000011_000596.ppm;53;53;6;5;48;48;11
9206;raw_000011_000597.ppm;56;57;5;6;51;52;11
9207;raw_000011_000598.ppm;57;60;5;6;52;55;11
9208;raw_000011_000599.ppm;62;65;6;6;57;60;11
9209;raw_000011_000600.ppm;29;30;5;6;24;25;11
9210;raw_000011_000601.ppm;30;29;6;5;25;24;11
9211;raw_000011_000602.ppm;30;30;6;6;25;25;11
9212;raw_000011_000603.ppm;32;31;6;5;27;26;11
9213;raw_000011_000604.ppm;31;32;5;6;26;27;11
9214;raw_000011_000605.ppm;32;33;5;6;27;28;11
9215;raw_000011_000606.ppm;33;34;5;6;28;29;11
9216;raw_000011_000607.ppm;34;34;6;6;29;29;11
9217;raw_000011_000608.ppm;33;33;5;5;28;28;11
9218;raw_000011_000609.ppm;34;34;5;5;29;29;11
9219;raw_000011_000610.ppm;35;36;5;6;30;31;11
9220;raw_000011_000611.ppm;36;36;5;5;31;31;11
9221;raw_000011_000612.ppm;39;39;6;6;34;34;11
9222;raw_000011_000613.ppm;39;38;6;5;34;33;11
9223;raw_000011_000614.ppm;39;40;5;6;34;35;11
9224;raw_000011_000615.ppm;41;41;5;5;36;36;11
9225;raw_000011_000616.ppm;42;43;5;6;37;38;11
9226;raw_000011_000617.ppm;43;43;5;5;38;38;11
9227;raw_000011_000618.ppm;45;46;5;6;40;41;11
9228;raw_000011_000619.ppm;47;47;5;5;42;42;11
9229;raw_000011_000620.ppm;48;48;5;5;43;43;11
9230;raw_000011_000621.ppm;51;50;6;5;46;45;11
9231;raw_000011_000622.ppm;53;52;6;5;48;47;11
9232;raw_000011_000623.ppm;55;55;6;6;50;50;11
9233;raw_000011_000624.ppm;58;57;6;5;53;52;11
9234;raw_000011_000625.ppm;59;60;5;6;54;55;11
9235;raw_000011_000626.ppm;62;62;5;5;57;57;11
9236;raw_000011_000627.ppm;70;70;6;6;64;64;11
9237;raw_000011_000628.ppm;73;72;7;6;67;66;11
9238;raw_000011_000629.ppm;81;81;8;8;74;74;11
9239;raw_000011_000630.ppm;26;27;5;5;21;22;11
9240;raw_000011_000631.ppm;28;28;6;5;23;23;11
9241;raw_000011_000632.ppm;28;28;6;5;23;23;11
9242;raw_000011_000633.ppm;30;30;6;6;25;25;11
9243;raw_000011_000634.ppm;30;29;6;5;25;24;11
9244;raw_000011_000635.ppm;32;33;6;6;27;28;11
9245;raw_000011_000636.ppm;32;32;6;5;27;27;11
9246;raw_000011_000637.ppm;32;33;6;6;27;28;11
9247;raw_000011_000638.ppm;32;33;6;6;27;28;11
9248;raw_000011_000639.ppm;32;33;6;6;27;28;11
9249;raw_000011_000640.ppm;31;32;5;5;26;27;11
9250;raw_000011_000641.ppm;33;33;6;5;28;28;11
9251;raw_000011_000642.ppm;33;35;5;6;28;30;11
9252;raw_000011_000643.ppm;36;37;6;6;31;32;11
9253;raw_000011_000644.ppm;36;38;5;6;31;33;11
9254;raw_000011_000645.ppm;36;38;5;6;31;33;11
9255;raw_000011_000646.ppm;38;39;5;6;33;34;11
9256;raw_000011_000647.ppm;40;40;5;5;35;35;11
9257;raw_000011_000648.ppm;42;43;5;6;37;38;11
